INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
212048402,3830,,M/V - LEAVING SCENE - PERSONAL INJURY,B2,321,0,2021-07-15 10:36:00,2021,7,Thursday,10,,BLUE HILL AVE,42.31054544473484,-71.08179328308294,"(42.31054544473484, -71.08179328308294)"
212048391,3005,,SICK ASSIST,D14,757,0,2021-07-15 09:02:00,2021,7,Thursday,9,,BELLAMY ST,42.354820756342285,-71.16958756823541,"(42.354820756342285, -71.16958756823541)"
212048388,2403,,DISTURBING THE PEACE/ DISORDERLY CONDUCT/ GATHERING CAUSING ANNOYANCE/ NOISY PAR,B2,282,0,2021-07-14 23:00:00,2021,7,Wednesday,23,,WASHINGTON ST,42.32866283555608,-71.08563401183545,"(42.32866283555608, -71.08563401183545)"
212048387,1106,,FRAUD - CREDIT CARD / ATM FRAUD,B3,465,0,2021-07-13 00:00:00,2021,7,Tuesday,0,,BLUE HILL AVE,42.28482576580488,-71.09137368938802,"(42.28482576580488, -71.09137368938802)"
212048385,3820,,M/V ACCIDENT - INVOLVING PEDESTRIAN - INJURY,D14,814,0,2021-07-15 09:05:00,2021,7,Thursday,9,,WESTERN AVE,42.363867341726824,-71.12161218090938,"(42.363867341726824, -71.12161218090938)"
212048382,3410,,TOWED MOTOR VEHICLE,D14,790,0,2021-07-15 08:21:00,2021,7,Thursday,8,,STRATHMORE RD,42.33777154608797,-71.14740953194145,"(42.33777154608797, -71.14740953194145)"
212048365,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,B2,282,0,2021-07-14 20:00:00,2021,7,Wednesday,20,,WASHINGTON ST,42.32866283555608,-71.08563401183545,"(42.32866283555608, -71.08563401183545)"
212048364,3503,,MISSING PERSON - NOT REPORTED - LOCATED,B2,331,0,2021-07-15 00:10:00,2021,7,Thursday,0,,BAKER AVE,42.31238668135059,-71.0708615359457,"(42.31238668135059, -71.0708615359457)"
212048363,3502,,MISSING PERSON - LOCATED,B3,442,0,2021-07-15 03:38:00,2021,7,Thursday,3,,TALBOT AVE,42.293382827988424,-71.08277624959193,"(42.293382827988424, -71.08277624959193)"
212048362,3007,,SUDDEN DEATH,D14,806,0,2021-07-15 03:26:00,2021,7,Thursday,3,,WAVERLY ST,42.3608389109129,-71.14533674712729,"(42.3608389109129, -71.14533674712729)"
212048361,735,,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),B2, ,0,2021-07-15 00:25:00,2021,7,Thursday,0,,"WOLCOTT ST & COLUMBIA RD
DORCHESTER  MA 02121
UNIT",42.303455011879,-71.08340902876871,"(42.303455011879, -71.08340902876871)"
212048358,1402,,VANDALISM,B2,326,0,2021-07-15 00:35:00,2021,7,Thursday,0,,PERTH ST,42.313100035162684,-71.0763974655569,"(42.313100035162684, -71.0763974655569)"
212048357,3114,,INVESTIGATE PROPERTY,B3,482,0,2021-07-15 02:46:00,2021,7,Thursday,2,,"BLUE HILL AVE & BLUE HILLS PKWY
MATTAPAN  MA 02126",42.267257030929514,-71.0937289553182,"(42.267257030929514, -71.0937289553182)"
212048356,423,,ASSAULT - AGGRAVATED,B3,476,0,2021-07-15 02:49:00,2021,7,Thursday,2,,BLUE HILL AVE,42.27213253704182,-71.09373453527031,"(42.27213253704182, -71.09373453527031)"
212048353,2647,,THREATS TO DO BODILY HARM,B2,294,0,2021-07-15 00:11:00,2021,7,Thursday,0,,AKRON ST,42.32579408123605,-71.08563758118875,"(42.32579408123605, -71.08563758118875)"
212048349,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,265,0,2021-07-15 01:44:00,2021,7,Thursday,1,,ALASKA ST,42.32104359830533,-71.07865896628789,"(42.32104359830533, -71.07865896628789)"
212048344,423,,ASSAULT - AGGRAVATED,B2, ,0,2021-07-15 00:17:00,2021,7,Thursday,0,,EUSTIS ST,42.329003794523175,-71.07838213802086,"(42.329003794523175, -71.07838213802086)"
212048342,3801,,M/V ACCIDENT - OTHER,D14,767,0,2021-07-14 22:50:00,2021,7,Wednesday,22,,SOLDIERS FIELD RD,42.35934409004712,-71.15389780173912,"(42.35934409004712, -71.15389780173912)"
212048336,3114,,INVESTIGATE PROPERTY,B2,316,0,2021-07-14 23:09:00,2021,7,Wednesday,23,,ABBOTSFORD ST,42.3146297335049,-71.09261520161773,"(42.3146297335049, -71.09261520161773)"
212048331,423,,ASSAULT - AGGRAVATED,B2,311,0,2021-07-14 23:12:00,2021,7,Wednesday,23,,WARREN ST,42.31696649906326,-71.08254057648374,"(42.31696649906326, -71.08254057648374)"
212048321,3115,,INVESTIGATE PERSON,D14,807,0,2021-07-14 20:20:00,2021,7,Wednesday,20,,LITCHFIELD ST,42.36210144874929,-71.13964863627906,"(42.36210144874929, -71.13964863627906)"
212048318,801,,ASSAULT - SIMPLE,D14,755,0,2021-07-14 20:11:00,2021,7,Wednesday,20,,TREMONT ST,42.355407375169605,-71.06312432552214,"(42.355407375169605, -71.06312432552214)"
212048315,3005,,SICK ASSIST,B3,565,0,2021-07-14 20:01:00,2021,7,Wednesday,20,,SENATOR BOLLING CIR,42.29045661063429,-71.09355288811219,"(42.29045661063429, -71.09355288811219)"
212048311,2662,,BALLISTICS EVIDENCE/FOUND,B3,418,1,2021-07-14 20:57:00,2021,7,Wednesday,20,,EVANS ST,42.281060015235106,-71.0842064701161,"(42.281060015235106, -71.0842064701161)"
212048310,2662,,BALLISTICS EVIDENCE/FOUND,B3,465,1,2021-07-14 20:47:00,2021,7,Wednesday,20,,HANSBOROUGH ST,42.288103616599585,-71.0915333505867,"(42.288103616599585, -71.0915333505867)"
212048307,3005,,SICK ASSIST,B2,603,0,2021-07-14 20:17:00,2021,7,Wednesday,20,,TREMONT ST,42.33397545954085,-71.10458785096709,"(42.33397545954085, -71.10458785096709)"
212048295,3001,,DEATH INVESTIGATION,D14,777,0,2021-07-14 19:48:00,2021,7,Wednesday,19,,SHEPARD ST,42.347446500555634,-71.15021699713277,"(42.347446500555634, -71.15021699713277)"
212048292,3005,,SICK ASSIST,B3,453,0,2021-07-14 19:21:00,2021,7,Wednesday,19,,ALGONQUIN ST,42.29742411406283,-71.07531357538068,"(42.29742411406283, -71.07531357538068)"
212048287,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B3, ,0,2021-07-14 19:37:00,2021,7,Wednesday,19,,"PAGE ST & GLENWAY ST
DORCHESTER  MA 02121
UNITED S",42.29997396716689,-71.0820610301116,"(42.29997396716689, -71.0820610301116)"
212048286,1109,,FRAUD - WIRE,D14,778,0,2021-07-06 00:00:00,2021,7,Tuesday,0,,WASHINGTON ST,42.34905600030506,-71.15049849975023,"(42.34905600030506, -71.15049849975023)"
212048282,3410,,TOWED MOTOR VEHICLE,B2,330,0,2021-07-14 17:36:00,2021,7,Wednesday,17,,CASTLEGATE RD,42.30700370676194,-71.08313157132692,"(42.30700370676194, -71.08313157132692)"
212048279,1402,,VANDALISM,B2,321,0,2021-07-14 18:46:00,2021,7,Wednesday,18,,BLUE HILL AVE,42.31162834253699,-71.08094293912549,"(42.31162834253699, -71.08094293912549)"
212048276,3114,,INVESTIGATE PROPERTY,B2,613,0,2021-07-13 18:54:00,2021,7,Tuesday,18,,RIVERWAY,42.34336892040785,-71.10472157996621,"(42.34336892040785, -71.10472157996621)"
212048274,3112,,LANDLORD - TENANT,B2,318,0,2021-07-14 18:53:00,2021,7,Wednesday,18,,HUTCHINGS ST,42.31026891035492,-71.08931055058088,"(42.31026891035492, -71.08931055058088)"
212048272,2647,,THREATS TO DO BODILY HARM,B2,316,0,2021-07-14 18:36:00,2021,7,Wednesday,18,,CRAWFORD ST,42.31359795493139,-71.09039945625992,"(42.31359795493139, -71.09039945625992)"
212048256,3115,,INVESTIGATE PERSON,D14,778,0,2021-07-14 14:00:00,2021,7,Wednesday,14,,WASHINGTON ST,42.34905600030506,-71.15049849975023,"(42.34905600030506, -71.15049849975023)"
212048252,724,,AUTO THEFT,B2,282,0,2021-07-14 14:00:00,2021,7,Wednesday,14,,WASHINGTON ST,42.32866283555608,-71.08563401183545,"(42.32866283555608, -71.08563401183545)"
212048242,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,B2, ,0,2021-07-14 17:12:00,2021,7,Wednesday,17,,"PRENTISS ST & HALLECK ST
BOSTON  MA 02120
UNITED S",42.33392997856074,-71.09407994735575,"(42.33392997856074, -71.09407994735575)"
212048239,2662,,BALLISTICS EVIDENCE/FOUND,B2,312,0,2021-07-14 17:09:00,2021,7,Wednesday,17,,TOWNSEND ST,42.31753807109602,-71.08800620382246,"(42.31753807109602, -71.08800620382246)"
212048234,1109,,FRAUD - WIRE,B2,602,0,2021-07-09 12:00:00,2021,7,Friday,12,,SAINT ALPHONSUS ST,42.3336409834866,-71.10088910331768,"(42.3336409834866, -71.10088910331768)"
212048232,2670,,HARASSMENT/ CRIMINAL HARASSMENT,D14,938,0,2021-07-14 17:05:00,2021,7,Wednesday,17,,FIDELIS WAY,42.346002873215426,-71.14387724712833,"(42.346002873215426, -71.14387724712833)"
212048230,617,,LARCENY THEFT FROM BUILDING,D14,778,0,2021-07-08 00:00:00,2021,7,Thursday,0,,WASHINGTON ST,42.34905600030506,-71.15049849975023,"(42.34905600030506, -71.15049849975023)"
212048227,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B3,465,0,2021-07-14 17:23:00,2021,7,Wednesday,17,,BLUE HILL AVE,42.28482576580488,-71.09137368938802,"(42.28482576580488, -71.09137368938802)"
212048222,3018,,SICK/INJURED/MEDICAL - POLICE,B3,465,0,2021-07-14 15:00:00,2021,7,Wednesday,15,,BLUE HILL AVE,42.28482576580488,-71.09137368938802,"(42.28482576580488, -71.09137368938802)"
212048220,1402,,VANDALISM,D14,778,0,2021-07-14 13:30:00,2021,7,Wednesday,13,,WASHINGTON ST,42.34905600030506,-71.15049849975023,"(42.34905600030506, -71.15049849975023)"
212048216,3115,,INVESTIGATE PERSON,D14,761,0,2021-07-14 16:43:00,2021,7,Wednesday,16,,OAKLAND ST,42.35239543239586,-71.16044326351057,"(42.35239543239586, -71.16044326351057)"
212048210,1402,,VANDALISM,B3,465,0,2021-07-14 14:30:00,2021,7,Wednesday,14,,BLUE HILL AVENUE,0,0,"(0, 0)"
212048204,540,,BURGLARY - COMMERICAL,B2,282,0,2021-07-13 17:30:00,2021,7,Tuesday,17,,WASHINGTON ST,42.32866283555608,-71.08563401183545,"(42.32866283555608, -71.08563401183545)"
212048196,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B3,944,0,2021-07-14 14:42:00,2021,7,Wednesday,14,,STRATTON STREET,0,0,"(0, 0)"
212048193,3114,,INVESTIGATE PROPERTY,B2, ,0,2021-07-14 14:52:00,2021,7,Wednesday,14,,CEYLON ST,42.31252369260288,-71.07163872259422,"(42.31252369260288, -71.07163872259422)"
212048192,3005,,SICK ASSIST,D14,800,0,2021-07-14 13:28:00,2021,7,Wednesday,13,,ASHFORD ST,42.354549798572705,-71.1274627837238,"(42.354549798572705, -71.1274627837238)"
212048183,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,B3,465,0,2021-07-13 05:00:00,2021,7,Tuesday,5,,BLUE HILL AVE,42.28482576580488,-71.09137368938802,"(42.28482576580488, -71.09137368938802)"
212048180,3410,,TOWED MOTOR VEHICLE,B3,476,0,2021-07-14 13:23:00,2021,7,Wednesday,13,,REXFORD ST,42.269848356212,-71.09532393869812,"(42.269848356212, -71.09532393869812)"
212048178,3115,,INVESTIGATE PERSON,B3,453,0,2021-07-14 13:29:00,2021,7,Wednesday,13,,ALGONQUIN ST,42.29742411406283,-71.07531357538068,"(42.29742411406283, -71.07531357538068)"
212048176,1001,,FORGERY / COUNTERFEITING,D14,778,0,2021-05-21 08:00:00,2021,5,Friday,8,,WASHINGTON ST,42.34905600030506,-71.15049849975023,"(42.34905600030506, -71.15049849975023)"
212048175,3801,,M/V ACCIDENT - OTHER,D14,784,0,2021-07-14 13:17:00,2021,7,Wednesday,13,,WASHINGTON ST,42.30422175471675,-71.0791845947074,"(42.30422175471675, -71.0791845947074)"
212048167,1402,,VANDALISM,B3,465,0,2021-07-14 11:30:00,2021,7,Wednesday,11,,BLUE HILL AVE,42.28482576580488,-71.09137368938802,"(42.28482576580488, -71.09137368938802)"
212048166,613,,LARCENY SHOPLIFTING,B2,239,0,2021-07-14 09:29:00,2021,7,Wednesday,9,,DUDLEY ST,42.31735471710791,-71.06582970165483,"(42.31735471710791, -71.06582970165483)"
212048163,3820,,M/V ACCIDENT - INVOLVING PEDESTRIAN - INJURY,B3, ,0,2021-07-14 12:28:00,2021,7,Wednesday,12,,"BLUE HILL AVE & FLOYD ST
DORCHESTER  MA 02124
UNIT",42.29032395354738,-71.08933903599156,"(42.29032395354738, -71.08933903599156)"
212048160,3005,,SICK ASSIST,D14,816,0,2021-07-14 11:54:00,2021,7,Wednesday,11,,ROYAL ST,42.35751060268505,-71.12996478864557,"(42.35751060268505, -71.12996478864557)"
212048152,1402,,VANDALISM,B3,439,0,2021-07-14 12:15:00,2021,7,Wednesday,12,,WESTVIEW ST,42.29087589587453,-71.08274054674338,"(42.29087589587453, -71.08274054674338)"
212048147,617,,LARCENY THEFT FROM BUILDING,D14,794,0,2021-07-13 17:00:00,2021,7,Tuesday,17,,COMMONWEALTH AVENUE,0,0,"(0, 0)"
212048142,1402,,VANDALISM,B3, ,0,2021-07-14 09:47:00,2021,7,Wednesday,9,,WESTVIEW ST,42.290732392789955,-71.08528233498694,"(42.290732392789955, -71.08528233498694)"
212048141,3112,,LANDLORD - TENANT,B3,432,0,2021-07-14 09:36:00,2021,7,Wednesday,9,,CALLENDER ST,42.287928188568245,-71.08502170887658,"(42.287928188568245, -71.08502170887658)"
212048131,3207,,PROPERTY - FOUND,B2,289,0,2021-07-14 10:42:00,2021,7,Wednesday,10,,TREMONT ST,42.33402461310304,-71.09039049468309,"(42.33402461310304, -71.09039049468309)"
212048119,3018,,SICK/INJURED/MEDICAL - POLICE,D14,797,0,2021-06-10 09:30:00,2021,6,Thursday,9,,COMMONWEALTH AVE,42.351705713874026,-71.11989955508469,"(42.351705713874026, -71.11989955508469)"
212048117,3006,,SICK/INJURED/MEDICAL - PERSON,B2,321,0,2021-07-14 09:17:00,2021,7,Wednesday,9,,WARREN ST,42.313370339770444,-71.08363084847892,"(42.313370339770444, -71.08363084847892)"
212048116,617,,LARCENY THEFT FROM BUILDING,B2,321,0,2021-07-14 09:03:00,2021,7,Wednesday,9,,BLUE HILL AVE,42.309894536292624,-71.0823185401468,"(42.309894536292624, -71.0823185401468)"
212048113,3115,,INVESTIGATE PERSON,B3,442,0,2021-07-14 08:34:00,2021,7,Wednesday,8,,KERWIN ST,42.29356131960199,-71.0812951698821,"(42.29356131960199, -71.0812951698821)"
212048107,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,778,0,2021-07-13 19:55:00,2021,7,Tuesday,19,,WASHINGTON ST,42.34905600030506,-71.15049849975023,"(42.34905600030506, -71.15049849975023)"
212048101,2647,,THREATS TO DO BODILY HARM,B2,326,0,2021-07-14 07:24:00,2021,7,Wednesday,7,,PERTH ST,42.313100035162684,-71.0763974655569,"(42.313100035162684, -71.0763974655569)"
212048097,520,,BURGLARY - RESIDENTIAL,B3,408,0,2021-07-14 06:06:00,2021,7,Wednesday,6,,CADDY RD,42.27305613875108,-71.07374288744732,"(42.27305613875108, -71.07374288744732)"
212048092,3802,,M/V ACCIDENT - PROPERTY DAMAGE,B2,300,0,2021-07-14 03:53:00,2021,7,Wednesday,3,,WASHINGTON STREET,0,0,"(0, 0)"
212048088,520,,BURGLARY - RESIDENTIAL,B2,316,0,2021-07-14 03:39:00,2021,7,Wednesday,3,,SEAVER ST,42.31136701891853,-71.09328118488469,"(42.31136701891853, -71.09328118488469)"
212048084,3802,,M/V ACCIDENT - PROPERTY DAMAGE,B2,265,0,2021-07-14 02:17:00,2021,7,Wednesday,2,,PERRIN ST,42.32274490947884,-71.07799077188976,"(42.32274490947884, -71.07799077188976)"
212048082,3005,,SICK ASSIST,B3,416,0,2021-07-13 23:00:00,2021,7,Tuesday,23,,FAIRMOUNT ST,42.28058700203898,-71.07432184372963,"(42.28058700203898, -71.07432184372963)"
212048079,1501,,WEAPON VIOLATION - CARRY/ POSSESSING/ SALE/ TRAFFICKING/ OTHER,B3, ,0,2021-07-14 01:36:00,2021,7,Wednesday,1,,"NORFOLK ST & FESSENDEN ST
BOSTON  MA 02126
UNITED ",42.27783999311557,-71.09098000268101,"(42.27783999311557, -71.09098000268101)"
212048075,3110,,SERVICE TO OTHER AGENCY,D14, ,0,2021-07-13 22:27:00,2021,7,Tuesday,22,,"MARKET ST & GUEST ST
BRIGHTON  MA 02135
UNITED STA",42.3574220295868,-71.14831700979128,"(42.3574220295868, -71.14831700979128)"
212048071,3005,,SICK ASSIST,B2,904,0,2021-07-14 00:19:00,2021,7,Wednesday,0,,HARRISON AVE,42.329616336906845,-71.08232205800962,"(42.329616336906845, -71.08232205800962)"
212048069,3410,,TOWED MOTOR VEHICLE,B2, ,0,2021-07-14 00:18:00,2021,7,Wednesday,0,,"PARKER ST & RUGGLES ST
ROXBURY  MA 02115
UNITED ST",42.33695104248502,-71.09365794113992,"(42.33695104248502, -71.09365794113992)"
212048057,3201,,PROPERTY - LOST/ MISSING,B3,944,0,2021-07-13 21:40:00,2021,7,Tuesday,21,,STRATTON ST EXT,42.28887064673349,-71.08287951974418,"(42.28887064673349, -71.08287951974418)"
212048054,2670,,HARASSMENT/ CRIMINAL HARASSMENT,D14,795,0,2021-07-13 17:52:00,2021,7,Tuesday,17,,COMMONWEALTH AVE,42.34900739248947,-71.13860107573626,"(42.34900739248947, -71.13860107573626)"
212048052,3802,,M/V ACCIDENT - PROPERTY DAMAGE,B2, ,0,2021-07-05 01:55:00,2021,7,Monday,1,,"HAROLD ST & RUTHVEN ST
BOSTON  MA 02121
UNITED STA",42.313650009084355,-71.09201999964371,"(42.313650009084355, -71.09201999964371)"
212048040,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,310,0,2021-07-13 21:20:00,2021,7,Tuesday,21,,HUMBOLDT CT,42.31830218937226,-71.08575355258694,"(42.31830218937226, -71.08575355258694)"
212048039,1402,,VANDALISM,B3,467,0,2021-07-13 21:17:00,2021,7,Tuesday,21,,WELLINGTON HILL ST,42.284647246350026,-71.09473284549426,"(42.284647246350026, -71.09473284549426)"
212048038,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3, ,0,2021-07-13 21:19:00,2021,7,Tuesday,21,,"BABSON ST & BLUE HILL AVE
MATTAPAN  MA 02126
UNITE",42.277018977877425,-71.09338096443841,"(42.277018977877425, -71.09338096443841)"
212048034,3503,,MISSING PERSON - NOT REPORTED - LOCATED,B3,459,0,2021-07-13 21:08:00,2021,7,Tuesday,21,,POWELLTON RD,42.30450829474746,-71.08075871058149,"(42.30450829474746, -71.08075871058149)"
212048032,3805,,M/V ACCIDENT - POLICE VEHICLE,B3, ,0,2021-07-13 21:31:00,2021,7,Tuesday,21,,"BLUE HILL AVE & MORTON ST
MATTAPAN  MA 02126
UNITE",42.28428296994993,-71.09154898716575,"(42.28428296994993, -71.09154898716575)"
212048030,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D14,939,0,2021-07-13 20:45:00,2021,7,Tuesday,20,,FANEUIL ST,42.35555336396721,-71.15274721395072,"(42.35555336396721, -71.15274721395072)"
212048022,619,,LARCENY ALL OTHERS,D14,794,0,2021-07-13 20:01:00,2021,7,Tuesday,20,,COMMONWEALTH AVE,42.350072010947635,-71.13202925984095,"(42.350072010947635, -71.13202925984095)"
212048021,617,,LARCENY THEFT FROM BUILDING,D14,778,0,2021-07-10 12:00:00,2021,7,Saturday,12,,WASHINGTON ST,42.34905600030506,-71.15049849975023,"(42.34905600030506, -71.15049849975023)"
212048015,617,,LARCENY THEFT FROM BUILDING,B3, ,0,2021-07-13 18:30:00,2021,7,Tuesday,18,,BLUE HILL AVE,42.27567916794307,-71.0936398829111,"(42.27567916794307, -71.0936398829111)"
212048013,3502,,MISSING PERSON - LOCATED,B3,465,0,2021-07-12 14:30:00,2021,7,Monday,14,,BLUE HILL AVENUE,0,0,"(0, 0)"
212048012,3502,,MISSING PERSON - LOCATED,B3,444,0,2021-07-13 20:20:00,2021,7,Tuesday,20,,ABBOT ST,42.29686162363138,-71.08584182950716,"(42.29686162363138, -71.08584182950716)"
212048010,1501,,WEAPON VIOLATION - CARRY/ POSSESSING/ SALE/ TRAFFICKING/ OTHER,B2, ,0,2021-07-13 19:30:00,2021,7,Tuesday,19,,"BLUE HILL AVE & DEWEY ST
ROXBURY  MA 02119
UNITED ",42.316883000728446,-71.07806304322322,"(42.316883000728446, -71.07806304322322)"
212048008,3115,,INVESTIGATE PERSON,B3,465,0,2021-07-13 19:56:00,2021,7,Tuesday,19,,BLUE HILL AVE,42.28482576580488,-71.09137368938802,"(42.28482576580488, -71.09137368938802)"
212048005,3005,,SICK ASSIST,B2,330,0,2021-07-13 18:45:00,2021,7,Tuesday,18,,BLUE HILL AVE,42.3063831586361,-71.0843563469392,"(42.3063831586361, -71.0843563469392)"
212048003,801,,ASSAULT - SIMPLE,B2,182,0,2021-07-13 18:56:00,2021,7,Tuesday,18,,SHIRLEY ST,42.32354782562027,-71.07225002611413,"(42.32354782562027, -71.07225002611413)"
212047991,3115,,INVESTIGATE PERSON,B3, ,0,2021-07-13 18:09:00,2021,7,Tuesday,18,,"GLENWAY ST & HARLEM ST
DORCHESTER  MA 02121
UNITED",42.29997396716689,-71.0820610301116,"(42.29997396716689, -71.0820610301116)"
212047978,3005,,SICK ASSIST,B3,426,0,2021-07-13 17:28:00,2021,7,Tuesday,17,,BLUE HILL AVE,42.269098509623966,-71.0936145778819,"(42.269098509623966, -71.0936145778819)"
212047968,801,,ASSAULT - SIMPLE,B2,183,0,2021-07-13 16:57:00,2021,7,Tuesday,16,,CLIFTON ST,42.32095643077081,-71.06992609888918,"(42.32095643077081, -71.06992609888918)"
212047962,3115,,INVESTIGATE PERSON,D14,776,0,2021-07-13 16:59:00,2021,7,Tuesday,16,,PRISCILLA RD,42.344337249893,-71.15149022680535,"(42.344337249893, -71.15149022680535)"
212047959,3114,,INVESTIGATE PROPERTY,D14,755,0,2021-07-12 18:30:00,2021,7,Monday,18,,TIP TOP ST,42.35077710390104,-71.17017429617934,"(42.35077710390104, -71.17017429617934)"
212047939,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B3, ,0,2021-07-13 00:00:00,2021,7,Tuesday,0,,"FRANKLIN HILL AVE & SHANDON RD
BOSTON  MA 02124
UN",42.29566002834075,-71.09171001324827,"(42.29566002834075, -71.09171001324827)"
212047934,1102,,FRAUD - FALSE PRETENSE / SCHEME,B3,427,0,2021-07-13 16:00:00,2021,7,Tuesday,16,,CLARKWOOD ST,42.28013735316638,-71.09079825676984,"(42.28013735316638, -71.09079825676984)"
212047932,3115,,INVESTIGATE PERSON,B2, ,0,2021-07-13 14:43:00,2021,7,Tuesday,14,,"WINTHROP ST & WARREN ST
ROXBURY  MA 02119
UNITED S",42.3265950421369,-71.08317094409828,"(42.3265950421369, -71.08317094409828)"
212047929,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2, ,0,2021-07-13 15:39:00,2021,7,Tuesday,15,,"DUDLEY ST & DEARBORN ST
ROXBURY  MA 02119
UNITED S",42.328557991291234,-71.07927604596505,"(42.328557991291234, -71.07927604596505)"
212047927,3301,,VERBAL DISPUTE,B2,282,0,2021-07-13 08:00:00,2021,7,Tuesday,8,,WASHINGTON ST,42.32866283555608,-71.08563401183545,"(42.32866283555608, -71.08563401183545)"
212047923,3115,,INVESTIGATE PERSON,B2,265,0,2021-07-13 15:06:00,2021,7,Tuesday,15,,COPELAND PARK,42.32287053535925,-71.07941336096125,"(42.32287053535925, -71.07941336096125)"
212047921,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,773,0,2021-07-12 23:30:00,2021,7,Monday,23,,FOSTER STREET,0,0,"(0, 0)"
212047914,3115,,INVESTIGATE PERSON,B3,441,0,2021-07-13 14:25:00,2021,7,Tuesday,14,,TALBOT AVE,42.29453954303396,-71.08669889996908,"(42.29453954303396, -71.08669889996908)"
212047911,617,,LARCENY THEFT FROM BUILDING,B2,278,0,2021-07-13 14:33:00,2021,7,Tuesday,14,,HARRISON AVE,42.33153805350988,-71.08015661021477,"(42.33153805350988, -71.08015661021477)"
212047908,2647,,THREATS TO DO BODILY HARM,B2,314,0,2021-07-06 15:17:00,2021,7,Tuesday,15,,HOWLAND ST,42.31444840358419,-71.08993418130714,"(42.31444840358419, -71.08993418130714)"
212047903,3201,,PROPERTY - LOST/ MISSING,B2,282,0,2021-02-01 12:00:00,2021,2,Monday,12,,WASHINGTON ST,42.32866283555608,-71.08563401183545,"(42.32866283555608, -71.08563401183545)"
212047895,2670,,HARASSMENT/ CRIMINAL HARASSMENT,D14,778,0,2021-05-30 13:30:00,2021,5,Sunday,13,,WASHINGTON ST,42.34905600030506,-71.15049849975023,"(42.34905600030506, -71.15049849975023)"
212047894,617,,LARCENY THEFT FROM BUILDING,B2,282,0,2021-07-08 10:00:00,2021,7,Thursday,10,,WASHINGTON ST,42.32866283555608,-71.08563401183545,"(42.32866283555608, -71.08563401183545)"
212047888,3115,,INVESTIGATE PERSON,B3,465,0,2021-07-09 10:00:00,2021,7,Friday,10,,BLUE HILL AVE,42.28482576580488,-71.09137368938802,"(42.28482576580488, -71.09137368938802)"
212047886,3005,,SICK ASSIST,B3,444,0,2021-07-13 13:08:00,2021,7,Tuesday,13,,ABBOT ST,42.29686162363138,-71.08584182950716,"(42.29686162363138, -71.08584182950716)"
212047884,724,,AUTO THEFT,B3,465,0,2021-07-12 23:00:00,2021,7,Monday,23,,BLUE HILL AVE,42.28482576580488,-71.09137368938802,"(42.28482576580488, -71.09137368938802)"
212047882,3201,,PROPERTY - LOST/ MISSING,D14,778,0,2021-07-13 13:27:00,2021,7,Tuesday,13,,WASHINGTON ST,42.34905600030506,-71.15049849975023,"(42.34905600030506, -71.15049849975023)"
212047877,3201,,PROPERTY - LOST/ MISSING,B2, ,0,2021-07-13 13:11:00,2021,7,Tuesday,13,,"QUINCY ST & WARREN ST
ROXBURY  MA 02121
UNITED STA",42.316355975188806,-71.08284993945745,"(42.316355975188806, -71.08284993945745)"
212047874,1107,,FRAUD - IMPERSONATION,B2,282,0,2021-01-24 12:00:00,2021,1,Sunday,12,,WASHINGTON STREET,0,0,"(0, 0)"
212047872,3301,,VERBAL DISPUTE,D14,788,0,2021-07-13 12:44:00,2021,7,Tuesday,12,,LANARK RD,42.34064606227045,-71.1484893843551,"(42.34064606227045, -71.1484893843551)"
212047866,2660,,OTHER OFFENSE,D14,778,0,2021-07-12 01:00:00,2021,7,Monday,1,,WASHINGTON ST,42.34905600030506,-71.15049849975023,"(42.34905600030506, -71.15049849975023)"
212047864,2647,,THREATS TO DO BODILY HARM,B2,309,0,2021-07-13 11:46:00,2021,7,Tuesday,11,,MARTIN LUTHER KING JR BLVD,42.31860133599805,-71.08405792241415,"(42.31860133599805, -71.08405792241415)"
212047858,3115,,INVESTIGATE PERSON,B2,291,0,2021-07-13 07:51:00,2021,7,Tuesday,7,,GARDNER ST,42.32986242223252,-71.0942549292287,"(42.32986242223252, -71.0942549292287)"
